year,sex,age,population
2003,Persons,82,76003
2004,Persons,82,77071
2005,Persons,82,78010
2006,Persons,82,79648
2007,Persons,82,82974
2008,Persons,82,85091
2009,Persons,82,85781
2010,Persons,82,88040
2011,Persons,82,88847
2012,Persons,82,90871
2013,Persons,82,91134
2014,Persons,82,88143
2015,Persons,82,88694
2016,Persons,82,89781
2017,Persons,82,92086
2018,Persons,82,97277
2019,Persons,82,101525
2020,Persons,82,105146
2021,Persons,82,109648
2022,Persons,82,112977
2023,Persons,82,115262
2024,Persons,82,122707
2025,Persons,82,124224
1971,Persons,83,21072
1972,Persons,83,21503
1973,Persons,83,22023
1974,Persons,83,23552
1975,Persons,83,23282
1976,Persons,83,23766
1977,Persons,83,23647
1978,Persons,83,23466
1979,Persons,83,25427
1980,Persons,83,25007
1981,Persons,83,25229
1982,Persons,83,25744
1983,Persons,83,30967
1984,Persons,83,32595
1985,Persons,83,30360
1986,Persons,83,31866
1987,Persons,83,33427
1988,Persons,83,34673
1989,Persons,83,37336
1990,Persons,83,38470
1991,Persons,83,40021
1992,Persons,83,41298
1993,Persons,83,44462
1994,Persons,83,46476
1995,Persons,83,48381
1996,Persons,83,50724
1997,Persons,83,53761
1998,Persons,83,53776
1999,Persons,83,54236
2000,Persons,83,55582
2001,Persons,83,55806
2002,Persons,83,56190
2003,Persons,83,65099
2004,Persons,83,70449
2005,Persons,83,71982
2006,Persons,83,72919
2007,Persons,83,74950
2008,Persons,83,78051
2009,Persons,83,79939
2010,Persons,83,80809
2011,Persons,83,83149
2012,Persons,83,83703
2013,Persons,83,85802
2014,Persons,83,86046
2015,Persons,83,83272
2016,Persons,83,83735
2017,Persons,83,84932
2018,Persons,83,87275
2019,Persons,83,92206
2020,Persons,83,96875
2021,Persons,83,100136
2022,Persons,83,103964
2023,Persons,83,107191
2024,Persons,83,109597
2025,Persons,83,117055
1971,Persons,84,17774
1972,Persons,84,18529
1973,Persons,84,18877
1974,Persons,84,19826
1975,Persons,84,20775
1976,Persons,84,20835
1977,Persons,84,20959
1978,Persons,84,20987
1979,Persons,84,21233
1980,Persons,84,22664
1981,Persons,84,22464
1982,Persons,84,22718
1983,Persons,84,23125
1984,Persons,84,28206
1985,Persons,84,29628
1986,Persons,84,27368
1987,Persons,84,28684
1988,Persons,84,30152
1989,Persons,84,31554
1990,Persons,84,33549
1991,Persons,84,34846
1992,Persons,84,36299
1993,Persons,84,37476
1994,Persons,84,40880
1995,Persons,84,42442
1996,Persons,84,44542
1997,Persons,84,46521
1998,Persons,84,49236
1999,Persons,84,49986
2000,Persons,84,50153
2001,Persons,84,51701
2002,Persons,84,51311
2003,Persons,84,51917
2004,Persons,84,60629
2005,Persons,84,64937
2006,Persons,84,66742
2007,Persons,84,67859
2008,Persons,84,69887
2009,Persons,84,72768
2010,Persons,84,74745
2011,Persons,84,75776
2012,Persons,84,77709
2013,Persons,84,78143
2014,Persons,84,80417
2015,Persons,84,80621
2016,Persons,84,78224
2017,Persons,84,78736
2018,Persons,84,79894
2019,Persons,84,82266
2020,Persons,84,87175
2021,Persons,84,91554
2022,Persons,84,94324
2023,Persons,84,97946
2024,Persons,84,101344
2025,Persons,84,103790
1971,Persons,85,14558
1972,Persons,85,15328
1973,Persons,85,16021
1974,Persons,85,16527
1975,Persons,85,17573
1976,Persons,85,18172
1977,Persons,85,18239
1978,Persons,85,18378
1979,Persons,85,18445
1980,Persons,85,19147
1981,Persons,85,19872
1982,Persons,85,20018
1983,Persons,85,20269
1984,Persons,85,20754
1985,Persons,85,25461
1986,Persons,85,26661
1987,Persons,85,24573
1988,Persons,85,25565
1989,Persons,85,26965
1990,Persons,85,28301
1991,Persons,85,30006
1992,Persons,85,31364
1993,Persons,85,32714
1994,Persons,85,33765
1995,Persons,85,37166
1996,Persons,85,38438
1997,Persons,85,40498
1998,Persons,85,42106
1999,Persons,85,44817
2000,Persons,85,46152
2001,Persons,85,46043
2002,Persons,85,47127
2003,Persons,85,46713
2004,Persons,85,47585
2005,Persons,85,56184
2006,Persons,85,59213
2007,Persons,85,61718
2008,Persons,85,62612
2009,Persons,85,64595
2010,Persons,85,67510
2011,Persons,85,69297
2012,Persons,85,70381
2013,Persons,85,72115
2014,Persons,85,72527
2015,Persons,85,74652
2016,Persons,85,74920
2017,Persons,85,72884
2018,Persons,85,73394
2019,Persons,85,74543
2020,Persons,85,77197
2021,Persons,85,81633
2022,Persons,85,85521
2023,Persons,85,88128
2024,Persons,85,91815
2025,Persons,85,95253
1971,Persons,86,12386
1972,Persons,86,12463
1973,Persons,86,13048
1974,Persons,86,13769
1975,Persons,86,14158
1976,Persons,86,15596
1977,Persons,86,15655
1978,Persons,86,15918
1979,Persons,86,15973
1980,Persons,86,16206
1981,Persons,86,17137
1982,Persons,86,17497
1983,Persons,86,17634
1984,Persons,86,18001
1985,Persons,86,18255
1986,Persons,86,22856
1987,Persons,86,23435
1988,Persons,86,21948
1989,Persons,86,22665
1990,Persons,86,23795
1991,Persons,86,25406
1992,Persons,86,26767
1993,Persons,86,27954
1994,Persons,86,29152
1995,Persons,86,29964
1996,Persons,86,33582
1997,Persons,86,34501
1998,Persons,86,36402
1999,Persons,86,37920
2000,Persons,86,40352
2001,Persons,86,42333
2002,Persons,86,41642
2003,Persons,86,42558
2004,Persons,86,42109
2005,Persons,86,43360
2006,Persons,86,51505
2007,Persons,86,54245
2008,Persons,86,56318
2009,Persons,86,57243
2010,Persons,86,59344
2011,Persons,86,61922
2012,Persons,86,63697
2013,Persons,86,64662
2014,Persons,86,66440
2015,Persons,86,66499
2016,Persons,86,68766
2017,Persons,86,69012
2018,Persons,86,67114
2019,Persons,86,67779
2020,Persons,86,69115
2021,Persons,86,71888
2022,Persons,86,75465
2023,Persons,86,79014
2024,Persons,86,81822
2025,Persons,86,85469
1971,Persons,87,9678
1972,Persons,87,10353
1973,Persons,87,10597
1974,Persons,87,10989
1975,Persons,87,11582
1976,Persons,87,12109
1977,Persons,87,13167
1978,Persons,87,13443
1979,Persons,87,13698
1980,Persons,87,13828
1981,Persons,87,13963
1982,Persons,87,14864
1983,Persons,87,15180
1984,Persons,87,15449
1985,Persons,87,15745
1986,Persons,87,15883
1987,Persons,87,19863
1988,Persons,87,20217
1989,Persons,87,19432
1990,Persons,87,19612
1991,Persons,87,20919
1992,Persons,87,22420
1993,Persons,87,23651
1994,Persons,87,24595
1995,Persons,87,25640
1996,Persons,87,26293
1997,Persons,87,29720
1998,Persons,87,30624
1999,Persons,87,32426
2000,Persons,87,33849
2001,Persons,87,36022
2002,Persons,87,37857
2003,Persons,87,37278
2004,Persons,87,37974
2005,Persons,87,37727
2006,Persons,87,39007
2007,Persons,87,46421
2008,Persons,87,48881
2009,Persons,87,50985
2010,Persons,87,52011
2011,Persons,87,53981
2012,Persons,87,56118
2013,Persons,87,57996
2014,Persons,87,58868
2015,Persons,87,60366
2016,Persons,87,60385
2017,Persons,87,62798
2018,Persons,87,62986
2019,Persons,87,61312
2020,Persons,87,62245
2021,Persons,87,63294
2022,Persons,87,65685
2023,Persons,87,69104
2024,Persons,87,72627
2025,Persons,87,75536
1971,Persons,88,7551
1972,Persons,88,8015
1973,Persons,88,8626
1974,Persons,88,8929
1975,Persons,88,9030
1976,Persons,88,9796
1977,Persons,88,10190
1978,Persons,88,11101
1979,Persons,88,11446
1980,Persons,88,11795
1981,Persons,88,11817
1982,Persons,88,12020
1983,Persons,88,12720
1984,Persons,88,13176
1985,Persons,88,13387
1986,Persons,88,13565
1987,Persons,88,13734
1988,Persons,88,16982
1989,Persons,88,17203
1990,Persons,88,16772
1991,Persons,88,16997
1992,Persons,88,18304
1993,Persons,88,19572
1994,Persons,88,20585
1995,Persons,88,21330
1996,Persons,88,22233
1997,Persons,88,23181
1998,Persons,88,25967
1999,Persons,88,26957
2000,Persons,88,28595
2001,Persons,88,29892
2002,Persons,88,31799
2003,Persons,88,33326
2004,Persons,88,32917
2005,Persons,88,33622
2006,Persons,88,33163
2007,Persons,88,34635
2008,Persons,88,41068
2009,Persons,88,43594
2010,Persons,88,45814
2011,Persons,88,46622
2012,Persons,88,48488
2013,Persons,88,50388
2014,Persons,88,52225
2015,Persons,88,52951
2016,Persons,88,54341
2017,Persons,88,54374
2018,Persons,88,56750
2019,Persons,88,56933
2020,Persons,88,55647
2021,Persons,88,56622
2022,Persons,88,57063
2023,Persons,88,59399
2024,Persons,88,62801
2025,Persons,88,66336
1971,Persons,89,6087
1972,Persons,89,6126
1973,Persons,89,6556
1974,Persons,89,7016
1975,Persons,89,7363
1976,Persons,89,7413
1977,Persons,89,8073
1978,Persons,89,8571
1979,Persons,89,9181
1980,Persons,89,9703
1981,Persons,89,9918
1982,Persons,89,10020
1983,Persons,89,10224
1984,Persons,89,10800
1985,Persons,89,11247
1986,Persons,89,11472
1987,Persons,89,11585
1988,Persons,89,11742
1989,Persons,89,14420
1990,Persons,89,14146
1991,Persons,89,14574
1992,Persons,89,14754
1993,Persons,89,15866
1994,Persons,89,16706
1995,Persons,89,17634
1996,Persons,89,18308
1997,Persons,89,19283
1998,Persons,89,20286
1999,Persons,89,22493
2000,Persons,89,23450
2001,Persons,89,24881
2002,Persons,89,25893
2003,Persons,89,27682
2004,Persons,89,29090
2005,Persons,89,28842
2006,Persons,89,29276
2007,Persons,89,29148
2008,Persons,89,30194
2009,Persons,89,35796
2010,Persons,89,38464
2011,Persons,89,40451
2012,Persons,89,41174
2013,Persons,89,42952
2014,Persons,89,44683
2015,Persons,89,46376
2016,Persons,89,46997
2017,Persons,89,48103
2018,Persons,89,48411
2019,Persons,89,50716
2020,Persons,89,51024
2021,Persons,89,49861
2022,Persons,89,50409
2023,Persons,89,50604
2024,Persons,89,53030
2025,Persons,89,56442
1971,Persons,90,4824
1972,Persons,90,4882
1973,Persons,90,4904
1974,Persons,90,5286
1975,Persons,90,5570
1976,Persons,90,6006
1977,Persons,90,6044
1978,Persons,90,6653
1979,Persons,90,7052
1980,Persons,90,7490
1981,Persons,90,8064
1982,Persons,90,8250
1983,Persons,90,8342
1984,Persons,90,8577
1985,Persons,90,8961
1986,Persons,90,9337
1987,Persons,90,9655
1988,Persons,90,9751
1989,Persons,90,9951
1990,Persons,90,11821
1991,Persons,90,11551
1992,Persons,90,12327
1993,Persons,90,12604
1994,Persons,90,13501
1995,Persons,90,14101
1996,Persons,90,14901
1997,Persons,90,15660
1998,Persons,90,16529
1999,Persons,90,17533
2000,Persons,90,19250
2001,Persons,90,20216
2002,Persons,90,21351
2003,Persons,90,22194
2004,Persons,90,23751
2005,Persons,90,25008
2006,Persons,90,24928
2007,Persons,90,25410
2008,Persons,90,25133
2009,Persons,90,25839
2010,Persons,90,30825
2011,Persons,90,33372
2012,Persons,90,35156
2013,Persons,90,36040
2014,Persons,90,37566
2015,Persons,90,39092
2016,Persons,90,40693
2017,Persons,90,40986
2018,Persons,90,42084
2019,Persons,90,42604
2020,Persons,90,44730
2021,Persons,90,45015
2022,Persons,90,43671
2023,Persons,90,44046
2024,Persons,90,44522
2025,Persons,90,46772
1971,Persons,91,3451
1972,Persons,91,3819
1973,Persons,91,3896
1974,Persons,91,3985
1975,Persons,91,4152
1976,Persons,91,4380
1977,Persons,91,4856
1978,Persons,91,4960
1979,Persons,91,5382
1980,Persons,91,5810
1981,Persons,91,5982
1982,Persons,91,6630
1983,Persons,91,6742
1984,Persons,91,6987
1985,Persons,91,7166
1986,Persons,91,7254
1987,Persons,91,7704
1988,Persons,91,7952
1989,Persons,91,8056
1990,Persons,91,8191
1991,Persons,91,9566
1992,Persons,91,9677
1993,Persons,91,10341
1994,Persons,91,10623
1995,Persons,91,11305
1996,Persons,91,11703
1997,Persons,91,12517
1998,Persons,91,13152
1999,Persons,91,14006
2000,Persons,91,14997
2001,Persons,91,16076
2002,Persons,91,17023
2003,Persons,91,17940
2004,Persons,91,18663
2005,Persons,91,20118
2006,Persons,91,21125
2007,Persons,91,21162
2008,Persons,91,21541
2009,Persons,91,21294
2010,Persons,91,21863
2011,Persons,91,25978
2012,Persons,91,28426
2013,Persons,91,30111
2014,Persons,91,30940
2015,Persons,91,32235
2016,Persons,91,33531
2017,Persons,91,34929
2018,Persons,91,35103
2019,Persons,91,36213
2020,Persons,91,37048
2021,Persons,91,38794
2022,Persons,91,38566
2023,Persons,91,37440
2024,Persons,91,38226
2025,Persons,91,38403
1971,Persons,92,2529
1972,Persons,92,2683
1973,Persons,92,2999
1974,Persons,92,3108
1975,Persons,92,3083
1976,Persons,92,3262
1977,Persons,92,3498
1978,Persons,92,3881
1979,Persons,92,3953
1980,Persons,92,4355
1981,Persons,92,4693
1982,Persons,92,4853
1983,Persons,92,5351
1984,Persons,92,5530
1985,Persons,92,5727
1986,Persons,92,5854
1987,Persons,92,5885
1988,Persons,92,6224
1989,Persons,92,6480
1990,Persons,92,6432
1991,Persons,92,6719
1992,Persons,92,7879
1993,Persons,92,8068
1994,Persons,92,8507
1995,Persons,92,8776
1996,Persons,92,9310
1997,Persons,92,9623
1998,Persons,92,10326
1999,Persons,92,10994
2000,Persons,92,11722
2001,Persons,92,12651
2002,Persons,92,13303
2003,Persons,92,14036
2004,Persons,92,14765
2005,Persons,92,15530
2006,Persons,92,16691
2007,Persons,92,17595
2008,Persons,92,17565
2009,Persons,92,17885
2010,Persons,92,17808
2011,Persons,92,18124
2012,Persons,92,21748
2013,Persons,92,23951
2014,Persons,92,25409
2015,Persons,92,26058
2016,Persons,92,27275
2017,Persons,92,28193
2018,Persons,92,29385
2019,Persons,92,29574
2020,Persons,92,30723
2021,Persons,92,31619
2022,Persons,92,32778
2023,Persons,92,32460
2024,Persons,92,31778
2025,Persons,92,32240
1971,Persons,93,1859
1972,Persons,93,1950
1973,Persons,93,2072
1974,Persons,93,2306
1975,Persons,93,2363
1976,Persons,93,2422
1977,Persons,93,2505
1978,Persons,93,2751
1979,Persons,93,3071
1980,Persons,93,3131
1981,Persons,93,3424
1982,Persons,93,3691
1983,Persons,93,3844
1984,Persons,93,4279
1985,Persons,93,4383
1986,Persons,93,4637
1987,Persons,93,4682
1988,Persons,93,4694
1989,Persons,93,4953
1990,Persons,93,5007
1991,Persons,93,5131
1992,Persons,93,5379
1993,Persons,93,6382
1994,Persons,93,6598
1995,Persons,93,6839
1996,Persons,93,7135
1997,Persons,93,7473
1998,Persons,93,7818
1999,Persons,93,8471
2000,Persons,93,9043
2001,Persons,93,9710
2002,Persons,93,10220
2003,Persons,93,10715
2004,Persons,93,11316
2005,Persons,93,12055
2006,Persons,93,12615
2007,Persons,93,13579
2008,Persons,93,14208
2009,Persons,93,14232
2010,Persons,93,14593
2011,Persons,93,14479
2012,Persons,93,14812
2013,Persons,93,17822
2014,Persons,93,19876
2015,Persons,93,20961
2016,Persons,93,21596
2017,Persons,93,22394
2018,Persons,93,23192
2019,Persons,93,24382
2020,Persons,93,24409
2021,Persons,93,25650
2022,Persons,93,25995
2023,Persons,93,26933
2024,Persons,93,27029
2025,Persons,93,26151
1971,Persons,94,1324
1972,Persons,94,1382
1973,Persons,94,1453
1974,Persons,94,1540
1975,Persons,94,1732
1976,Persons,94,1825
1977,Persons,94,1810
1978,Persons,94,1905
1979,Persons,94,2171
1980,Persons,94,2394
1981,Persons,94,2407
1982,Persons,94,2660
1983,Persons,94,2876
1984,Persons,94,3097
1985,Persons,94,3377
1986,Persons,94,3434
1987,Persons,94,3602
1988,Persons,94,3632
1989,Persons,94,3644
1990,Persons,94,3783
1991,Persons,94,3880
1992,Persons,94,4074
1993,Persons,94,4276
1994,Persons,94,5167
1995,Persons,94,5340
1996,Persons,94,5393
1997,Persons,94,5698
1998,Persons,94,5929
1999,Persons,94,6326
2000,Persons,94,6825
2001,Persons,94,7341
2002,Persons,94,7721
2003,Persons,94,8010
2004,Persons,94,8485
2005,Persons,94,9059
2006,Persons,94,9566
2007,Persons,94,10090
2008,Persons,94,10766
2009,Persons,94,11271
2010,Persons,94,11298
2011,Persons,94,11540
2012,Persons,94,11682
2013,Persons,94,11856
2014,Persons,94,14556
2015,Persons,94,16161
2016,Persons,94,17010
2017,Persons,94,17253
2018,Persons,94,18021
2019,Persons,94,18913
2020,Persons,94,19838
2021,Persons,94,19893
2022,Persons,94,20578
2023,Persons,94,20924
2024,Persons,94,21867
2025,Persons,94,21925
1971,Persons,95,951
1972,Persons,95,968
1973,Persons,95,1000
1974,Persons,95,1091
1975,Persons,95,1133
1976,Persons,95,1313
1977,Persons,95,1347
1978,Persons,95,1362
1979,Persons,95,1450
1980,Persons,95,1708
1981,Persons,95,1790
1982,Persons,95,1860
1983,Persons,95,2017
1984,Persons,95,2230
1985,Persons,95,2476
1986,Persons,95,2598
1987,Persons,95,2657
1988,Persons,95,2715
1989,Persons,95,2800
1990,Persons,95,2721
1991,Persons,95,2907
1992,Persons,95,3087
1993,Persons,95,3237
1994,Persons,95,3354
1995,Persons,95,4101
1996,Persons,95,4289
1997,Persons,95,4277
1998,Persons,95,4454
1999,Persons,95,4681
2000,Persons,95,5054
2001,Persons,95,5403
2002,Persons,95,5683
2003,Persons,95,5925
2004,Persons,95,6121
2005,Persons,95,6675
2006,Persons,95,6976
2007,Persons,95,7410
2008,Persons,95,7782
2009,Persons,95,8275
2010,Persons,95,8748
2011,Persons,95,8699
2012,Persons,95,8975
2013,Persons,95,9200
2014,Persons,95,9449
2015,Persons,95,11469
2016,Persons,95,12855
2017,Persons,95,13270
2018,Persons,95,13506
2019,Persons,95,14172
2020,Persons,95,14988
2021,Persons,95,15823
2022,Persons,95,15581
2023,Persons,95,16002
2024,Persons,95,16548
2025,Persons,95,17415
1971,Persons,96,642
1972,Persons,96,707
1973,Persons,96,696
1974,Persons,96,731
1975,Persons,96,786
1976,Persons,96,863
1977,Persons,96,956
1978,Persons,96,1007
1979,Persons,96,1022
1980,Persons,96,1099
1981,Persons,96,1313
1982,Persons,96,1452
1983,Persons,96,1392
1984,Persons,96,1558
1985,Persons,96,1682
1986,Persons,96,2009
1987,Persons,96,1966
1988,Persons,96,1991
1989,Persons,96,2036
1990,Persons,96,2033
1991,Persons,96,2107
1992,Persons,96,2259
1993,Persons,96,2438
1994,Persons,96,2551
1995,Persons,96,2546
1996,Persons,96,3229
1997,Persons,96,3247
1998,Persons,96,3286
1999,Persons,96,3474
2000,Persons,96,3671
2001,Persons,96,4001
2002,Persons,96,4132
2003,Persons,96,4263
2004,Persons,96,4429
2005,Persons,96,4579
2006,Persons,96,5048
2007,Persons,96,5315
2008,Persons,96,5566
2009,Persons,96,5844
2010,Persons,96,6234
2011,Persons,96,6622
2012,Persons,96,6552
2013,Persons,96,6853
2014,Persons,96,7104
2015,Persons,96,7147
2016,Persons,96,8779
2017,Persons,96,9765
2018,Persons,96,10068
2019,Persons,96,10339
2020,Persons,96,10821
2021,Persons,96,11582
2022,Persons,96,12095
2023,Persons,96,11867
2024,Persons,96,12198
2025,Persons,96,12783
1971,Persons,97,384
1972,Persons,97,434
1973,Persons,97,538
1974,Persons,97,500
1975,Persons,97,500
1976,Persons,97,552
1977,Persons,97,618
1978,Persons,97,711
1979,Persons,97,752
1980,Persons,97,763
1981,Persons,97,795
1982,Persons,97,954
1983,Persons,97,1207
1984,Persons,97,1098
1985,Persons,97,1194
1986,Persons,97,1281
1987,Persons,97,1487
1988,Persons,97,1442
1989,Persons,97,1514
1990,Persons,97,1412
1991,Persons,97,1492
1992,Persons,97,1612
1993,Persons,97,1713
1994,Persons,97,1889
1995,Persons,97,1928
1996,Persons,97,1868
1997,Persons,97,2381
1998,Persons,97,2396
1999,Persons,97,2597
2000,Persons,97,2728
2001,Persons,97,2844
2002,Persons,97,3001
2003,Persons,97,3025
2004,Persons,97,3116
2005,Persons,97,3294
2006,Persons,97,3332
2007,Persons,97,3772
2008,Persons,97,3868
2009,Persons,97,4085
2010,Persons,97,4337
2011,Persons,97,4451
2012,Persons,97,4814
2013,Persons,97,4789
2014,Persons,97,5144
2015,Persons,97,5299
2016,Persons,97,5346
2017,Persons,97,6474
2018,Persons,97,7223
2019,Persons,97,7435
2020,Persons,97,7704
2021,Persons,97,8080
2022,Persons,97,8674
2023,Persons,97,9035
2024,Persons,97,8849
2025,Persons,97,9194
1971,Persons,98,294
1972,Persons,98,250
1973,Persons,98,281
1974,Persons,98,407
1975,Persons,98,370
1976,Persons,98,333
1977,Persons,98,379
1978,Persons,98,434
1979,Persons,98,507
1980,Persons,98,540
